assembly_contig	length	n_genome_ids	primary_genome	primary_aligned_bp	secondary_genome	secondary_aligned_bp	chimera_threshold_bp	cross_binid_chimera	has_accepted_alignment
BASE_00004792	1175	2	ASV470.1	1159	ASV456.0	997	1000	false	true
BASE_00004793	1413	3	ASV507.0	1413	ASV507.3	1236	1000	true	true
BASE_00004794	3394	2	ASV153.8	3394	ASV102.10	3394	1000	true	true
BASE_00004795	2972	1	ASV579.0	2972		0	1000	false	true
BASE_00004796	1424	1	ASV487.10	1424		0	1000	false	true
BASE_00004797	1691	3	ASV507.0	1691	ASV507.3	1662	1000	true	true
BASE_00004798	1161	1	ASV487.10	1161		0	1000	false	true
BASE_00004799	2309	1	ASV300.8	2309		0	1000	false	true
BASE_00004800	2943	1	ASV487.10	2925		0	1000	false	true
BASE_00004801	1661	2	ASV507.3	1628	ASV507.1	1617	1000	true	true
BASE_00004802	1628	1	ASV300.8	1628		0	1000	false	true
BASE_00004803	1538	1	ASV387.0	1538		0	1000	false	true
BASE_00004804	1131	1	ASV102.10	1131		0	1000	false	true
BASE_00004805	2237	2	ASV486.6	2201	ASV476.8	2128	1000	true	true
BASE_00004806	4377	1	ASV387.0	4358		0	1000	false	true
BASE_00004807	1897	5	ASV507.11	1897	ASV507.9	1770	1000	true	true
BASE_00004808	1652	1	ASV387.0	1652		0	1000	false	true
BASE_00004809	1233	2	ASV153.8	1233	ASV102.10	1233	1000	true	true
BASE_00004810	1042	1	ASV399.6	1042		0	1000	false	true
BASE_00004811	1765	3	ASV507.1	1507	ASV507.0	1507	1000	true	true
BASE_00004812	7062	1	ASV387.0	7062		0	1000	false	true
BASE_00004813	1597	2	ASV153.8	1597	ASV102.10	1597	1000	true	true
BASE_00004814	2000	1	ASV102.10	2000		0	1000	false	true
BASE_00004815	1555	1	ASV300.2	1555		0	1000	false	true
BASE_00004816	1585	5	ASV507.1	878	ASV507.3	814	1000	false	true
BASE_00004817	1461	1	ASV487.10	1461		0	1000	false	true
BASE_00004818	1867	1	ASV579.0	1867		0	1000	false	true
BASE_00004819	1548	1	ASV579.0	1548		0	1000	false	true
BASE_00004820	1048	2	ASV486.6	1048	ASV476.8	1048	1000	true	true
BASE_00004821	1234	1	ASV300.8	1234		0	1000	false	true
BASE_00004822	7326	1	ASV387.0	7326		0	1000	false	true
BASE_00004823	1060	3	ASV507.0	1043	ASV507.3	995	1000	false	true
BASE_00004824	4365	1	ASV387.0	4365		0	1000	false	true
BASE_00004825	1582	1	ASV579.0	1582		0	1000	false	true
BASE_00004826	1210	1	ASV102.10	1210		0	1000	false	true
BASE_00004827	1126	1	ASV579.0	1126		0	1000	false	true
BASE_00004828	54339	1	ASV149.0	54339		0	5433	false	true
BASE_00004829	1986	1	ASV487.10	1986		0	1000	false	true
BASE_00004830	6795	1	ASV487.10	6795		0	1000	false	true
BASE_00004831	3856	1	ASV387.0	3856		0	1000	false	true
BASE_00004832	1109	1	ASV399.6	1109		0	1000	false	true
BASE_00004833	1016	2	ASV476.8	851	ASV486.6	840	1000	false	true
BASE_00004834	1390	3	ASV507.1	1384	ASV507.3	1151	1000	true	true
BASE_00004835	1352	2	ASV153.8	1352	ASV102.10	1352	1000	true	true
BASE_00004836	2749	1	ASV487.10	2749		0	1000	false	true
BASE_00004837	1085	1	ASV102.10	1085		0	1000	false	true
BASE_00004838	1342	2	ASV153.8	1341	ASV102.10	1341	1000	true	true
BASE_00004839	2064	1	ASV102.10	2064		0	1000	false	true
BASE_00004840	1167	1	ASV150.14	1167		0	1000	false	true
BASE_00004841	1367	1	ASV579.0	1367		0	1000	false	true
BASE_00004842	1170	1	ASV426.8	1170		0	1000	false	true
BASE_00004843	3182	2	ASV102.10	3182	ASV153.8	2417	1000	true	true
BASE_00004844	1052	1	ASV399.6	1052		0	1000	false	true
BASE_00004845	5997	1	ASV387.0	5997		0	1000	false	true
BASE_00004846	1032	2	ASV507.3	1032	ASV507.0	1032	1000	true	true
BASE_00004847	1290	1	ASV399.6	1290		0	1000	false	true
BASE_00004848	1067	1	ASV300.8	1065		0	1000	false	true
BASE_00004849	8179	2	ASV102.10	8179	ASV153.8	8174	1000	true	true
BASE_00004850	1328	1	ASV487.10	1328		0	1000	false	true
BASE_00004851	1858	1	ASV387.0	1858		0	1000	false	true
BASE_00004852	2099	1	ASV300.8	2099		0	1000	false	true
BASE_00004853	2234	2	ASV507.11	2186	ASV507.0	2186	1000	true	true
BASE_00004854	1040	1	ASV426.8	1040		0	1000	false	true
BASE_00004855	1242	1	ASV266.11	1242		0	1000	false	true
BASE_00004856	1104	2	ASV476.8	1104	ASV486.6	1097	1000	true	true
BASE_00004857	1151	1	ASV507.11	1151		0	1000	false	true
BASE_00004858	1253	2	ASV486.6	1253	ASV476.8	1253	1000	true	true
BASE_00004859	1591	2	ASV507.9	1591	ASV507.11	1578	1000	true	true
BASE_00004860	6685	1	ASV487.10	6685		0	1000	false	true
BASE_00004861	1055	1	ASV399.6	1055		0	1000	false	true
BASE_00004862	1055	1	ASV102.10	1055		0	1000	false	true
BASE_00004863	1963	1	ASV487.10	1963		0	1000	false	true
BASE_00004864	1133	2	ASV102.10	1133	ASV153.8	1115	1000	true	true
BASE_00004865	3411	1	ASV487.10	3411		0	1000	false	true
BASE_00004866	2304	1	ASV300.8	2304		0	1000	false	true
BASE_00004867	1150	1	hvASV35.2	1142		0	1000	false	true
BASE_00004868	1597	1	ASV300.8	1597		0	1000	false	true
BASE_00004869	2480	2	ASV507.11	2270	ASV507.0	1555	1000	true	true
BASE_00004870	1161	1	ASV300.8	1161		0	1000	false	true
BASE_00004871	1164	1	ASV300.8	1164		0	1000	false	true
BASE_00004872	3472	1	ASV387.0	3472		0	1000	false	true
BASE_00004873	1453	2	ASV153.8	890	ASV102.10	890	1000	false	true
BASE_00004874	1241	1	ASV300.8	1241		0	1000	false	true
BASE_00004875	3827	1	ASV102.10	3827		0	1000	false	true
BASE_00004876	3334	1	ASV102.10	3323		0	1000	false	true
BASE_00004877	1007	1	ASV551.0	1007		0	1000	false	true
BASE_00004878	2621	1	ASV102.10	2621		0	1000	false	true
BASE_00004879	1127	1	ASV507.1	1127		0	1000	false	true
BASE_00004880	1674	2	ASV507.9	1674	ASV507.11	1491	1000	true	true
BASE_00004881	2352	1	ASV487.10	2352		0	1000	false	true
BASE_00004882	1866	1	ASV387.0	1866		0	1000	false	true
BASE_00004883	1219	1	ASV102.10	1219		0	1000	false	true
BASE_00004884	1265	1	ASV300.8	1265		0	1000	false	true
BASE_00004885	199407	1	ASV149.0	199407		0	19940	false	true
BASE_00004886	14317	1	ASV387.0	14317		0	1431	false	true
BASE_00004887	1567	1	ASV487.10	1567		0	1000	false	true
BASE_00004888	1043	1	ASV399.6	1043		0	1000	false	true
BASE_00004889	2468	1	ASV102.10	2468		0	1000	false	true
BASE_00004890	1937	1	ASV476.8	1937		0	1000	false	true
BASE_00004891	1159	1	ASV579.0	1159		0	1000	false	true
BASE_00004892	1947	1	ASV102.10	1929		0	1000	false	true
BASE_00004893	1061	1	ASV406.4	1061		0	1000	false	true
BASE_00004894	1327	1	ASV487.10	1327		0	1000	false	true
BASE_00004895	1484	2	ASV486.6	1484	ASV476.8	1484	1000	true	true
BASE_00004896	1504	1	ASV579.0	1504		0	1000	false	true
BASE_00004897	1563	1	ASV300.8	1563		0	1000	false	true
BASE_00004898	6447	2	ASV153.8	6447	ASV102.10	6447	1000	true	true
BASE_00004899	1661	2	ASV153.8	1661	ASV102.10	1661	1000	true	true
BASE_00004900	1176	2	ASV486.6	1176	ASV476.8	1176	1000	true	true
BASE_00004901	1103	1	ASV507.1	1103		0	1000	false	true
BASE_00004902	1070	1	ASV150.14	1070		0	1000	false	true
BASE_00004903	2411	1	ASV102.10	2411		0	1000	false	true
BASE_00004904	4412	1	ASV487.10	4412		0	1000	false	true
BASE_00004905	2044	1	ASV487.10	2044		0	1000	false	true
BASE_00004906	2760	2	ASV153.8	2760	ASV102.10	2760	1000	true	true
BASE_00004907	3112	1	ASV487.10	3112		0	1000	false	true
BASE_00004908	1254	2	ASV102.10	1254	ASV153.8	1250	1000	true	true
BASE_00004909	8180	1	ASV487.10	8180		0	1000	false	true
BASE_00004910	2960	1	ASV387.0	2960		0	1000	false	true
BASE_00004911	2017	1	ASV507.1	2012		0	1000	false	true
BASE_00004912	1025	1	ASV399.6	1025		0	1000	false	true
BASE_00004913	1596	1	ASV300.8	1596		0	1000	false	true
BASE_00004914	1574	3	ASV507.1	1557	ASV507.3	1419	1000	true	true
BASE_00004915	2058	2	ASV102.10	2058	ASV153.8	2044	1000	true	true
BASE_00004916	1223	2	ASV102.10	1223	ASV153.8	1211	1000	true	true
BASE_00004917	1151	2	ASV507.9	1151	ASV507.0	1148	1000	true	true
BASE_00004918	4627	1	ASV300.8	4627		0	1000	false	true
BASE_00004919	1660	1	ASV487.10	1660		0	1000	false	true
BASE_00004920	1062	1	ASV507.1	708		0	1000	false	true
BASE_00004921	4829	2	ASV153.8	4829	ASV102.10	4829	1000	true	true
BASE_00004922	1451	1	ASV399.6	1451		0	1000	false	true
BASE_00004923	1173	1	ASV406.4	1173		0	1000	false	true
BASE_00004924	1693	1	ASV406.4	1693		0	1000	false	true
BASE_00004925	1278	1	ASV102.10	1278		0	1000	false	true
BASE_00004926	2588	2	ASV507.1	2588	ASV507.3	2582	1000	true	true
BASE_00004927	1125	1	ASV300.8	1125		0	1000	false	true
BASE_00004928	2109	1	ASV507.11	2095		0	1000	false	true
BASE_00004929	1043	1	ASV487.10	1043		0	1000	false	true
BASE_00004930	1221	1	ASV507.11	1221		0	1000	false	true
BASE_00004931	1168	1	ASV300.2	1168		0	1000	false	true
BASE_00004932	2963	1	ASV387.0	2963		0	1000	false	true
BASE_00004933	4876	1	ASV487.10	4876		0	1000	false	true
BASE_00004934	1515	2	ASV507.11	1515	ASV507.9	1508	1000	true	true
BASE_00004935	2770	4	ASV456.0	2770	ASV387.0	2657	1000	true	true
BASE_00004936	1476	1	ASV507.11	1476		0	1000	false	true
BASE_00004937	1153	1	ASV266.11	1153		0	1000	false	true
BASE_00004938	1044	1	ASV300.8	1044		0	1000	false	true
BASE_00004939	1119	2	ASV153.8	1119	ASV102.10	1119	1000	true	true
BASE_00004940	2823	3	ASV507.3	2771	ASV507.1	2771	1000	true	true
BASE_00004941	1368	2	ASV102.10	1368	ASV153.8	1356	1000	true	true
BASE_00004942	1885	2	ASV102.10	1885	ASV153.8	1879	1000	true	true
BASE_00004943	1042	1	ASV300.2	1042		0	1000	false	true
BASE_00004944	1139	1	ASV551.0	889		0	1000	false	true
BASE_00004945	2387	1	ASV102.10	2370		0	1000	false	true
BASE_00004946	2602	1	ASV487.10	2602		0	1000	false	true
BASE_00004947	1772	2	ASV102.10	1772	ASV153.8	1759	1000	true	true
BASE_00004948	1571	1	ASV300.8	1571		0	1000	false	true
BASE_00004949	1563	1	ASV579.0	1563		0	1000	false	true
BASE_00004950	1429	2	ASV153.8	1429	ASV102.10	1429	1000	true	true
BASE_00004951	1325	1	ASV300.8	1325		0	1000	false	true
BASE_00004952	5022	1	ASV387.0	5022		0	1000	false	true
BASE_00004953	4258	1	ASV487.10	4258		0	1000	false	true
BASE_00004954	1246	2	ASV153.8	1219	ASV102.10	1219	1000	true	true
BASE_00004955	3587	2	ASV153.8	3500	ASV102.10	3500	1000	true	true
BASE_00004956	1488	2	ASV486.6	1488	ASV476.8	1488	1000	true	true
BASE_00004957	1490	2	ASV153.8	1490	ASV102.10	1490	1000	true	true
BASE_00004958	1411	1	ASV406.4	1411		0	1000	false	true
BASE_00004959	2902	1	ASV300.8	2902		0	1000	false	true
BASE_00004960	1627	3	ASV476.8	1627	ASV406.4	1627	1000	true	true
BASE_00004961	1983	1	ASV579.0	1983		0	1000	false	true
BASE_00004962	1816	1	ASV300.8	1816		0	1000	false	true
BASE_00004963	2545	1	ASV387.0	2545		0	1000	false	true
BASE_00004964	1016	1	ASV579.0	1016		0	1000	false	true
BASE_00004965	2939	1	ASV579.0	2939		0	1000	false	true
BASE_00004966	1235	1	ASV476.8	1235		0	1000	false	true
BASE_00004967	4276	1	ASV300.8	4276		0	1000	false	true
BASE_00004968	1121	1	ASV487.10	1121		0	1000	false	true
BASE_00004969	1051	1	ASV436.0	1051		0	1000	false	true
BASE_00004970	1756	1	ASV300.8	1756		0	1000	false	true
BASE_00004971	1759	1	ASV426.8	1759		0	1000	false	true
BASE_00004972	1522	1	ASV102.10	1522		0	1000	false	true
BASE_00004973	2420	2	ASV153.8	2420	ASV102.10	2420	1000	true	true
BASE_00004974	1973	2	ASV153.8	1973	ASV102.10	1973	1000	true	true
BASE_00004975	1378	1	ASV266.11	1378		0	1000	false	true
BASE_00004976	1157	2	ASV153.8	1157	ASV102.10	1157	1000	true	true
BASE_00004977	4262	1	ASV387.0	4262		0	1000	false	true
BASE_00004978	1884	1	hvASV28.8	1084		0	1000	false	true
BASE_00004979	1160	2	ASV486.6	1160	ASV476.8	1160	1000	true	true
BASE_00004980	1444	1	ASV102.10	1427		0	1000	false	true
BASE_00004981	1058	1	ASV551.0	1058		0	1000	false	true
BASE_00004982	6870	1	ASV487.10	6870		0	1000	false	true
BASE_00004983	4203	2	ASV507.9	2291	ASV507.11	1401	1000	true	true
BASE_00004984	1119	1	ASV266.11	1119		0	1000	false	true
BASE_00004985	2917	1	ASV102.10	2917		0	1000	false	true
BASE_00004986	2160	4	ASV507.0	2125	ASV507.11	2083	1000	true	true
BASE_00004987	3995	1	ASV487.10	3995		0	1000	false	true
BASE_00004988	1091	1	ASV551.0	1091		0	1000	false	true
BASE_00004989	2040	2	ASV153.8	2040	ASV102.10	2040	1000	true	true
BASE_00004990	2987	2	ASV153.8	2775	ASV102.10	2775	1000	true	true
BASE_00004991	2618	2	ASV153.8	2499	ASV102.10	2499	1000	true	true
BASE_00004992	2408	1	ASV102.10	2408		0	1000	false	true
BASE_00004993	4943	1	ASV387.0	4943		0	1000	false	true
BASE_00004994	3932	2	ASV486.6	3932	ASV476.8	3923	1000	true	true
BASE_00004995	1091	2	ASV486.6	1091	ASV476.8	1091	1000	true	true
BASE_00004996	5127	2	ASV102.10	5116	ASV153.8	4546	1000	true	true
BASE_00004997	2525	1	ASV387.0	2525		0	1000	false	true
BASE_00004998	95547	1	ASV149.0	95547		0	9554	false	true
BASE_00004999	3177	1	ASV387.0	3177		0	1000	false	true
BASE_00005000	2197	2	ASV507.3	2187	ASV507.1	2172	1000	true	true
BASE_00005001	1151	1	ASV579.0	1151		0	1000	false	true
BASE_00005002	1005	1	ASV150.14	1005		0	1000	false	true
BASE_00005003	1412	1	ASV300.8	1412		0	1000	false	true
BASE_00005004	2908	1	ASV487.10	2908		0	1000	false	true
BASE_00005005	1077	1	ASV507.11	1077		0	1000	false	true
BASE_00005006	4293	1	ASV387.0	4293		0	1000	false	true
BASE_00005007	1309	1	ASV399.6	1309		0	1000	false	true
BASE_00005008	1285	2	ASV507.9	1285	ASV507.11	1285	1000	true	true
BASE_00005009	1248	1	ASV399.6	1248		0	1000	false	true
BASE_00005010	1195	2	ASV486.6	1195	ASV476.8	1195	1000	true	true
BASE_00005011	1333	1	ASV300.8	1333		0	1000	false	true
BASE_00005012	3869	1	ASV487.10	3869		0	1000	false	true
BASE_00005013	4875	2	ASV153.8	4875	ASV102.10	4875	1000	true	true
BASE_00005014	1025	1	ASV102.10	1025		0	1000	false	true
BASE_00005015	1207	1	ASV406.4	1207		0	1000	false	true
BASE_00005016	1077	1	ASV300.8	1077		0	1000	false	true
BASE_00005017	1295	1	ASV300.8	1295		0	1000	false	true
BASE_00005018	1317	1	ASV387.0	1317		0	1000	false	true
BASE_00005019	1023	2	ASV507.9	1023	ASV507.11	1023	1000	true	true
BASE_00005020	4516	2	ASV387.0	4516	ASV444.5	1034	1000	true	true
BASE_00005021	2282	1	ASV300.8	2282		0	1000	false	true
BASE_00005022	2602	1	ASV387.0	2602		0	1000	false	true
BASE_00005023	1750	1	ASV487.10	1750		0	1000	false	true
BASE_00005024	1157	1	ASV579.0	1157		0	1000	false	true
BASE_00005025	2092	2	ASV486.6	2092	ASV476.8	2092	1000	true	true
BASE_00005026	1497	3	ASV507.1	1497	ASV507.0	1497	1000	true	true
BASE_00005027	4218	1	ASV387.0	4017		0	1000	false	true
BASE_00005028	1128	1	ASV300.8	1128		0	1000	false	true
BASE_00005029	2061	1	ASV487.10	2061		0	1000	false	true
BASE_00005030	3494	2	ASV102.10	3494	ASV153.8	3493	1000	true	true
BASE_00005031	1922	1	ASV300.8	1922		0	1000	false	true
BASE_00005032	2596	1	ASV300.8	2596		0	1000	false	true
BASE_00005033	1040	1	ASV579.0	1040		0	1000	false	true
BASE_00005034	1032	2	ASV507.9	722	ASV507.11	659	1000	false	true
BASE_00005035	1214	2	ASV507.3	1214	ASV507.1	1214	1000	true	true
BASE_00005036	1117	1	ASV551.0	1117		0	1000	false	true
BASE_00005037	1437	1	ASV406.4	1437		0	1000	false	true
BASE_00005038	1021	2	ASV153.8	1021	ASV102.10	1021	1000	true	true
BASE_00005039	3986	1	ASV387.0	3986		0	1000	false	true
BASE_00005040	2095	1	ASV487.10	2095		0	1000	false	true
BASE_00005041	3599	2	ASV102.10	3599	ASV153.8	3585	1000	true	true
BASE_00005042	2665	2	ASV153.8	2665	ASV102.10	2665	1000	true	true
BASE_00005043	1647	2	ASV153.8	1647	ASV102.10	1647	1000	true	true
BASE_00005044	1032	1	ASV300.8	1032		0	1000	false	true
BASE_00005045	5082	1	ASV487.10	5082		0	1000	false	true
BASE_00005046	2419	1	ASV579.0	2419		0	1000	false	true
BASE_00005047	1375	2	ASV507.0	1081	ASV507.1	765	1000	false	true
BASE_00005048	1298	1	ASV487.10	1298		0	1000	false	true
BASE_00005049	1837	1	ASV579.0	1837		0	1000	false	true
BASE_00005050	1944	2	ASV486.6	1944	ASV476.8	1944	1000	true	true
BASE_00005051	2520	2	ASV507.9	2520	ASV507.11	2207	1000	true	true
BASE_00005052	3035	1	ASV399.6	2361		0	1000	false	true
BASE_00005053	1440	2	ASV153.8	1440	ASV102.10	1440	1000	true	true
BASE_00005054	2588	3	ASV507.1	2431	ASV507.11	2240	1000	true	true
BASE_00005055	3097	2	ASV153.8	3097	ASV102.10	3097	1000	true	true
BASE_00005056	1006	2	ASV507.3	1006	ASV507.1	1006	1000	true	true
BASE_00005057	3004	1	ASV102.10	3004		0	1000	false	true
BASE_00005058	1600	2	ASV507.11	1600	ASV507.9	1592	1000	true	true
BASE_00005059	1295	1	ASV102.10	1295		0	1000	false	true
BASE_00005060	1188	1	ASV300.8	1188		0	1000	false	true
BASE_00005061	1708	2	ASV507.11	1229	ASV507.9	1097	1000	true	true
BASE_00005062	1306	2	ASV153.8	1306	ASV102.10	1306	1000	true	true
BASE_00005063	3629	1	ASV487.10	3629		0	1000	false	true
BASE_00005064	4819	1	ASV387.0	4819		0	1000	false	true
BASE_00005065	4119	1	ASV149.0	4119		0	1000	false	true
BASE_00005066	1221	2	ASV486.6	1221	ASV476.8	1221	1000	true	true
BASE_00005067	1536	2	ASV102.10	1536	ASV153.8	1520	1000	true	true
BASE_00005068	1617	1	ASV487.10	1617		0	1000	false	true
BASE_00005069	1772	1	ASV507.11	1772		0	1000	false	true
BASE_00005070	1396	2	ASV153.8	1396	ASV102.10	1396	1000	true	true
BASE_00005071	1308	2	ASV507.9	1308	ASV507.11	1308	1000	true	true
BASE_00005072	1026	2	ASV153.8	1026	ASV102.10	1026	1000	true	true
BASE_00005073	3983	1	ASV387.0	3983		0	1000	false	true
BASE_00005074	1445	2	ASV507.3	1430	ASV507.1	1430	1000	true	true
BASE_00005075	2330	2	ASV153.8	2330	ASV102.10	2330	1000	true	true
BASE_00005076	1474	1	ASV406.4	1474		0	1000	false	true
BASE_00005077	1264	1	ASV476.8	1264		0	1000	false	true
BASE_00005078	1012	1	ASV266.11	1012		0	1000	false	true
BASE_00005079	1708	2	ASV486.6	1708	ASV476.8	1708	1000	true	true
BASE_00005080	1040	2	ASV486.6	1040	ASV476.8	1040	1000	true	true
BASE_00005081	1159	1	ASV300.2	1159		0	1000	false	true
BASE_00005082	2464	1	ASV387.0	2464		0	1000	false	true
BASE_00005083	1661	2	ASV102.10	1661	ASV153.8	1648	1000	true	true
BASE_00005084	2297	1	ASV507.1	2297		0	1000	false	true
BASE_00005085	1287	1	ASV300.2	1287		0	1000	false	true
BASE_00005086	1426	1	ASV579.0	1426		0	1000	false	true
BASE_00005087	2276	2	ASV507.11	2276	ASV507.9	2147	1000	true	true
BASE_00005088	1052	2	ASV153.8	1052	ASV102.10	1052	1000	true	true
BASE_00005089	1864	1	ASV300.8	1824		0	1000	false	true
BASE_00005090	5432	1	ASV487.10	5432		0	1000	false	true
BASE_00005091	1348	1	ASV579.0	1348		0	1000	false	true
BASE_00005092	1354	1	ASV300.8	1354		0	1000	false	true
BASE_00005093	3903	1	ASV387.0	3305		0	1000	false	true
BASE_00005094	10233	1	ASV387.0	10233		0	1023	false	true
BASE_00005095	1752	1	ASV300.8	1752		0	1000	false	true
BASE_00005096	1299	2	ASV486.6	1299	ASV476.8	1299	1000	true	true
BASE_00005097	1153	1	ASV406.4	1153		0	1000	false	true
BASE_00005098	1215	2	ASV507.9	1215	ASV507.11	944	1000	false	true
BASE_00005099	1572	1	ASV300.8	1572		0	1000	false	true
BASE_00005100	1838	1	ASV487.10	1838		0	1000	false	true
BASE_00005101	1027	1	ASV300.8	1027		0	1000	false	true
BASE_00005102	1113	1	ASV399.6	1113		0	1000	false	true
BASE_00005103	2532	3	ASV507.9	1462	ASV507.1	1462	1000	true	true
BASE_00005104	1129	3	ASV507.3	1129	ASV507.0	1129	1000	true	true
BASE_00005105	2369	1	ASV579.0	2369		0	1000	false	true
BASE_00005106	1840	2	ASV153.8	1820	ASV102.10	1820	1000	true	true
BASE_00005107	3651	2	ASV102.10	3651	ASV153.8	3634	1000	true	true
BASE_00005108	1982	2	ASV150.14	1982	ASV102.10	1982	1000	true	true
BASE_00005109	3028	1	ASV507.11	3028		0	1000	false	true
BASE_00005110	1158	1	ASV579.0	1158		0	1000	false	true
BASE_00005111	1297	1	ASV102.10	1297		0	1000	false	true
BASE_00005112	1210	2	ASV153.8	1210	ASV102.10	1210	1000	true	true
BASE_00005113	2255	2	ASV507.1	2255	ASV507.3	2241	1000	true	true
BASE_00005114	1270	2	ASV507.9	1270	ASV507.11	978	1000	false	true
BASE_00005115	1567	1	ASV300.8	1567		0	1000	false	true
BASE_00005116	1201	3	ASV507.3	1201	ASV507.1	1201	1000	true	true
BASE_00005117	2643	1	ASV487.10	2643		0	1000	false	true
BASE_00005118	1362	1	ASV102.10	1362		0	1000	false	true
BASE_00005119	1465	1	ASV579.0	1465		0	1000	false	true
BASE_00005120	1158	1	ASV300.8	1158		0	1000	false	true
BASE_00005121	1841	1	ASV487.10	1841		0	1000	false	true
BASE_00005122	1182	1	ASV300.8	1182		0	1000	false	true
BASE_00005123	1224	1	ASV399.6	1224		0	1000	false	true
BASE_00005124	10144	1	ASV387.0	10136		0	1014	false	true
BASE_00005125	2002	2	ASV507.9	2002	ASV507.11	2002	1000	true	true
BASE_00005126	1115	1	ASV579.0	1115		0	1000	false	true
BASE_00005127	2528	2	ASV153.8	2528	ASV102.10	2528	1000	true	true
BASE_00005128	1220	1	ASV487.10	1220		0	1000	false	true
BASE_00005129	1208	1	ASV399.6	1208		0	1000	false	true
BASE_00005130	1175	1	ASV507.11	1175		0	1000	false	true
BASE_00005131	3171	1	ASV149.0	3171		0	1000	false	true
BASE_00005132	2452	1	ASV387.0	2452		0	1000	false	true
BASE_00005133	6140	1	ASV487.10	6140		0	1000	false	true
BASE_00005134	1219	1	ASV300.8	1219		0	1000	false	true
BASE_00005135	1105	1	ASV150.14	1105		0	1000	false	true
BASE_00005136	1143	2	ASV486.6	1143	ASV476.8	1143	1000	true	true
BASE_00005137	1014	2	ASV153.8	1014	ASV102.10	1014	1000	true	true
BASE_00005138	1424	1	ASV487.10	1424		0	1000	false	true
BASE_00005139	1090	2	ASV507.11	1090	ASV507.9	1085	1000	true	true
BASE_00005140	119611	1	ASV149.0	119611		0	11961	false	true
BASE_00005141	1748	1	ASV579.0	1748		0	1000	false	true
BASE_00005142	1856	2	ASV153.8	1856	ASV102.10	1856	1000	true	true
BASE_00005143	1230	2	ASV102.10	1230	ASV153.8	923	1000	false	true
BASE_00005144	3011	1	ASV487.10	3011		0	1000	false	true
BASE_00005145	3580	1	ASV487.10	3580		0	1000	false	true
BASE_00005146	1627	2	ASV507.3	1627	ASV507.1	1627	1000	true	true
BASE_00005147	1780	2	ASV150.14	1780	ASV102.10	1780	1000	true	true
BASE_00005148	1048	1	ASV579.0	1048		0	1000	false	true
BASE_00005149	1929	2	ASV153.8	1929	ASV102.10	1859	1000	true	true
BASE_00005150	7062	2	ASV153.8	7062	ASV102.10	7062	1000	true	true
BASE_00005151	1355	1	ASV300.8	1355		0	1000	false	true
BASE_00005152	1418	2	ASV486.6	1418	ASV476.8	1418	1000	true	true
BASE_00005153	2338	2	ASV153.8	2338	ASV102.10	2316	1000	true	true
BASE_00005154	1094	1	ASV406.4	1094		0	1000	false	true
BASE_00005155	1104	1	ASV300.8	1104		0	1000	false	true
BASE_00005156	1018	2	ASV486.6	1018	ASV476.8	1018	1000	true	true
