pmcid,title,stage,reason
PMC11209020,Integrating network pharmacology and experimental evaluation to explore the complementary therapeutic effect and mechanism of melatonin in periodontitis.,metadata,no_intervention_signal
PMC9428724,<i>Stellera chamaejasme L.</i> extracts in the treatment of glioblastoma cell lines: Biological verification based on a network pharmacology approach.,metadata,no_intervention_signal
PMC12952412,To investigate the effects of artemisinin on inflammatory factors and intestinal microbiota in rats with ulcerative colitis based on network pharmacology.,metadata,no_intervention_signal
PMC10053995,The Abundant Phytocannabinoids in Rheumatoid Arthritis: Therapeutic Targets and Molecular Processes Identified Using Integrated Bioinformatics and Network Pharmacology.,metadata,no_intervention_signal
PMC10164985,Comparative efficacy and pharmacological mechanism of Chinese patent medicines against anthracycline-induced cardiotoxicity: An integrated study of network meta-analysis and network pharmacology approach.,metadata,title_pattern:\bmeta-analysis\b
PMC11491479,Prognostic model for gastric cancer patients with COVID-19 and network pharmacology study on treatment by lentinan.,metadata,no_intervention_signal
PMC10174762,Network pharmacology- and molecular docking-based investigation of the therapeutic potential and mechanism of daucosterol against multiple myeloma.,metadata,no_intervention_signal
PMC9453802,Integrated Network Pharmacology Analysis and Serum Metabolomics to Reveal the Anti-malaria Mechanism of Artesunate.,metadata,no_intervention_signal
,Integrated network pharmacology and cellular assay reveal the biological mechanisms of Limonium sinense (Girard) Kuntze against breast cancer,metadata,no_pmcid
PMC9086680,"Revealing the Mechanism of Huazhi Rougan Granule in the Treatment of Nonalcoholic Fatty Liver Through Intestinal Flora Based on 16S rRNA, Metagenomic Sequencing and Network Pharmacology.",metadata,no_intervention_signal
PMC10357573,"Revealing the Mechanisms of Byu dMar 25 in the Treatment of Alzheimer's Disease through Network Pharmacology, Molecular Docking, and In Vivo Experiment.",metadata,no_intervention_signal
PMC11675786,Antioxidant Effects and Potential Mechanisms of <i>Citrus reticulata</i> 'Chachi' Components: An Integrated Approach of Network Pharmacology and Metabolomics.,metadata,no_intervention_signal
PMC7641700,Potential Molecular Target Prediction and Docking Verification of Hua-Feng-Dan in Stroke Based on Network Pharmacology.,metadata,no_intervention_signal
PMC7705647,Prediction of Targets of Curculigoside A in Osteoporosis and Rheumatoid Arthritis Using Network Pharmacology and Experimental Verification.,metadata,no_intervention_signal
PMC10150770,Integrating Network Pharmacology and Experimental Validation to Explore the Pharmacological Mechanism of Astragaloside IV in Treating Bleomycin-Induced Pulmonary Fibrosis.,metadata,no_intervention_signal
PMC9880176,Exploring the molecular mechanism of notoginsenoside R1 in sepsis-induced cardiomyopathy based on network pharmacology and experiments validation.,metadata,no_intervention_signal
PMC11382173,Network pharmacology and <i>in vivo</i> experimental studies reveal the protective effects of 6-hydroxygenistein against hypobaric hypoxia-induced brain injury.,metadata,no_intervention_signal
PMC10200225,Investigation on the mechanism of Ginkgo Folium in the treatment of Non-alcoholic Fatty Liver Disease by strategy of network pharmacology and molecular docking.,metadata,no_intervention_signal
PMC10123898,An integrated targeted metabolomics and network pharmacology approach to exploring the mechanism of ellagic acid against sleep deprivation-induced memory impairment and anxiety.,metadata,no_intervention_signal
PMC12265386,Manganese mitigates atrazine-induced oxidative stress and hepatorenal toxicity: insights from network pharmacology and in vivo experimentation.,metadata,no_intervention_signal
PMC11780793,C3AR1 as a target for preeclampsia: from bioinformatics and network pharmacology to experimental validation.,metadata,no_intervention_signal
PMC9440632,Analysis of the Mechanism of GuizhiFuling Wan in Treating Adenomyosis Based on Network Pharmacology Combined with Molecular Docking and Experimental Verification.,metadata,no_intervention_signal
PMC8843192,The mechanism of triptolide in the treatment of connective tissue disease-related interstitial lung disease based on network pharmacology and molecular docking.,metadata,no_intervention_signal
PMC12170861,The molecular mechanisms through which psilocybin prevents suicide: evidence from network pharmacology and molecular docking analyses.,metadata,no_intervention_signal
PMC8739172,Exploring the Mechanism of <i>Panax notoginseng</i> Saponins against Alzheimer's Disease by Network Pharmacology and Experimental Validation.,metadata,no_intervention_signal
PMC8316858,Investigating the Pharmacological Mechanisms of SheXiang XinTongNing Against Coronary Heart Disease Based on Network Pharmacology and Experimental Evaluation.,metadata,no_intervention_signal
PMC8384151,"Icariin, an Up-and-Coming Bioactive Compound Against Neurological Diseases: Network Pharmacology-Based Study and Literature Review.",metadata,title_pattern:\breview\b
PMC9898901,Determination of the synergistic anti-influenza effect of Huangqin Su tablet and Oseltamivir and investigation of mechanism of the tablet based on gut microbiota and network pharmacology.,metadata,no_intervention_signal
PMC9887022,Gastrodin attenuates renal injury and collagen deposition <i>via</i> suppression of the TGF-β1/Smad2/3 signaling pathway based on network pharmacology analysis.,metadata,no_intervention_signal
PMC7700035,To Explore the Mechanism and Equivalent Molecular Group of Fuxin Mixture in Treating Heart Failure Based on Network Pharmacology.,metadata,no_intervention_signal
PMC10119430,Network pharmacology mechanism of Scutellarin to inhibit RGC pyroptosis in diabetic retinopathy.,metadata,no_intervention_signal
PMC9229061,Network Pharmacology and Bioinformatics Approach Reveals the Multi-Target Pharmacological Mechanism of <i>Fumaria indica</i> in the Treatment of Liver Cancer.,metadata,no_intervention_signal
PMC10944195,Clinical efficacy and potential mechanism of ginseng polysaccharides in the treatment of non-small cell lung cancer based on meta-analysis associated with network pharmacology.,metadata,title_pattern:\bmeta-analysis\b
PMC10482107,Network pharmacology-based analysis of potential mechanisms of myocardial ischemia-reperfusion injury by total salvianolic acid injection.,metadata,publication_type:review-article review journal article
PMC10679728,Prolonged administration of total glucosides of paeony improves intestinal immune imbalance and epithelial barrier damage in collagen-induced arthritis rats based on metabolomics-network pharmacology integrated analysis.,metadata,no_intervention_signal
PMC11979968,Characterization of the Molecular Mechanisms Underlying Lurasidone-Induced Acute Manic Episodes in Bipolar Depression: A Network Pharmacology and Molecular Docking Approach.,metadata,no_intervention_signal
,Network pharmacology based investigation into the bioactive ingredients and molecular mechanisms of QingFeiPaiDu Decoction treating COVID-19,metadata,no_pmcid
PMC10239872,Integrating network pharmacology and experimental validation to explore the effect and mechanism of AD-1 in the treatment of colorectal cancer.,metadata,no_intervention_signal
PMC12041389,"Protein interactions, network pharmacology, and machine learning work together to predict genes linked to mitochondrial dysfunction in hypertrophic cardiomyopathy.",metadata,no_intervention_signal
PMC12380754,Unveiling the hidden risk of caspofungin: insights from three adverse event reporting systems and network pharmacology integration.,metadata,no_intervention_signal
PMC10165119,A synthetic peptide from Sipunculus nudus promotes bone formation via Estrogen/MAPK signal pathway based on network pharmacology.,metadata,no_intervention_signal
PMC10281056,Network pharmacology and bioinformatics analysis identifies potential therapeutic targets of <i>Naringenin</i> against COVID-19/LUSC.,metadata,no_intervention_signal
PMC10666129,Molecular Recognition of <i>Moringa oleifera</i> Active Compounds for Stunted Growth Prevention Using Network Pharmacology and Molecular Modeling Approach.,metadata,no_intervention_signal
PMC8577938,<i>Sedum sarmentosum</i> Bunge Attenuates Drug-Induced Liver Injury via Nrf2 Signaling Pathway: An Experimental Verification Based on Network Pharmacology Prediction.,metadata,no_intervention_signal
PMC9239597,To study the mechanism of Scutellariae Radix and Astragaloside in the treatment of lung cancer based on network pharmacology.,metadata,no_intervention_signal
PMC10660051,Network pharmacology and in vitro experimental verification to reveal the mechanism of Astragaloside IV against kidney ischemia-reperfusion injury.,metadata,no_intervention_signal
PMC9140548,Network-Pharmacology-Based Study on Active Phytochemicals and Molecular Mechanism of <i>Cnidium monnieri</i> in Treating Hepatocellular Carcinoma.,metadata,no_intervention_signal
PMC11684924,Network pharmacology and molecular docking to explore mechanisms of clozapine-induced cardiac arrest.,metadata,no_intervention_signal
PMC9336205,"Integrating Network Pharmacology, Molecular Docking, and Experimental Validation to Investigate the Mechanism of (-)-Guaiol Against Lung Adenocarcinoma.",metadata,no_intervention_signal
PMC9840549,Network Pharmacology Analysis and Experimental Verification on Antiangiogenesis Mechanism of <i>Hedyotis diffusa</i> Willd in Liver Cancer.,metadata,no_intervention_signal
PMC10663849,Multi-component analyses of raspberry: Optimization of extraction procedure and network pharmacology.,metadata,no_intervention_signal
PMC10746475,Ursolic acid induces apoptosis and pyroptosis in Reh cells by upregulating of the JNK signalling pathway based on network pharmacology and experimental validation.,metadata,no_intervention_signal
,Network pharmacology of AYUSH recommended immune-boosting medicinal plants against COVID-19,metadata,no_pmcid
PMC9528065,Effect and mechanisms of kaempferol against endometriosis based on network pharmacology and in vitro experiments.,metadata,no_intervention_signal
PMC9714250,"Mechanisms of Cynarine for treatment of non-alcoholic fatty liver disease based on the integration of network pharmacology, molecular docking and cell experiment.",metadata,no_intervention_signal
PMC8720003,Study on the Mechanism of Acori Graminei Rhizoma in the Treatment of Alzheimer's Disease Based on Network Pharmacology and Molecular Docking.,metadata,no_intervention_signal
PMC7145978,Interpreting the Pharmacological Mechanisms of Huachansu Capsules on Hepatocellular Carcinoma Through Combining Network Pharmacology and Experimental Evaluation.,metadata,no_intervention_signal
PMC10146622,<i>Abies holophylla</i> Leaf Essential Oil Alleviates Allergic Rhinitis Based on Network Pharmacology.,metadata,no_intervention_signal
